report_month,dept_name,ward_code,service,budget_allocated,actual_spend,revenue_collected,outstanding_debt,payment_rate,data_source
28-02-2023,waste management,Ward-11,Water,8284536,20849177,4926907,8151654,65.5,FIN_SYS_B
28-02-2023,WASTE MANAGEMENT,Ward-12,Electricity,21390219,4843622,12514188,2178015,89.2,FIN_SYS_B
28-02-2023,waste management,Ward-13,Water,9504353,14220668,21892508,3943715,82.7,FIN_SYS_B
28-02-2023,WASTE MANAGEMENT,Ward-14,Electricity,15495813,27677360,23316932,464627,90.5,FIN_SYS_B
28-02-2023,waste management,Ward-15,Refuse,24996848,29198478,18432009,2373230,62.2,MANUAL_UPLOAD
28-02-2023,WASTE MANAGEMENT,Ward-16,Electricity,8969157,20274902,21308258,6312971,68.8,MANUAL_UPLOAD
28-02-2023,waste management,Ward-17,Water,13111066,25461944,11844323,3376647,84.0,MANUAL_UPLOAD
28-02-2023,WASTE MANAGEMENT,Ward-18,Rates,23462891,26302686,5710937,7441985,87.8,MANUAL_UPLOAD
28-02-2023,WASTE MANAGEMENT,Ward-19,Refuse,4944593,17281434,2650782,948469,54.6,FIN_SYS_A
28-02-2023,WASTE MANAGEMENT,Ward-20,Rates,16954610,24337203,16559070,4352136,50.8,FIN_SYS_B
28-02-2023,WASTE MANAGEMENT,Ward-21,Water,5537998,5689953,2008412,3282883,63.8,FIN_SYS_A
28-02-2023,waste management,Ward-22,Electricity,5506212,10792204,21565668,4840548,77.8,MANUAL_UPLOAD
28-02-2023,waste management,Ward-23,Water,17125391,16604031,6200213,6956621,73.9,MANUAL_UPLOAD
28-02-2023,WASTE MANAGEMENT,Ward-24,Electricity,7524448,10957737,19750646,8043327,82.2,MANUAL_UPLOAD
28-02-2023,WASTE MANAGEMENT,Ward-25,Electricity,16073421,14841549,2086793,1798341,62.9,FIN_SYS_A
28-02-2023,waste management,Ward-26,Electricity,18127624,29490430,11283850,631721,58.1,MANUAL_UPLOAD
28-02-2023,waste management,Ward-27,Electricity,17716248,24535672,13613898,4374902,93.2,MANUAL_UPLOAD
28-02-2023,waste management,Ward-28,Water,14178721,18214746,17444987,3878747,64.8,FIN_SYS_A
28-02-2023,WASTE MANAGEMENT,Ward-29,Water,21500111,28997343,9008039,637479,93.1,FIN_SYS_B
28-02-2023,waste management,Ward-30,Refuse,14723301,23543240,19153110,7627216,79.4,FIN_SYS_B
28-02-2023,ROADS & TRANSPORT,Ward-1,Refuse,10946483,5587521,21876663,7748452,59.7,FIN_SYS_B
28-02-2023,roads & transport,Ward-2,Refuse,5759634,12060992,12483753,3160885,72.5,MANUAL_UPLOAD
28-02-2023,roads & transport,Ward-3,Water,22510503,20527337,15668574,4870269,87.4,FIN_SYS_B
28-02-2023,ROADS & TRANSPORT,Ward-4,Electricity,9337034,29080438,8314528,6262156,86.9,MANUAL_UPLOAD
28-02-2023,roads & transport,Ward-5,Refuse,21148720,24289559,13666729,3603741,98.2,MANUAL_UPLOAD
28-02-2023,roads & transport,Ward-6,Refuse,17159908,10845297,19416693,3425540,78.5,FIN_SYS_A
28-02-2023,roads & transport,Ward-7,Rates,18018736,29135039,22264751,6392823,70.2,FIN_SYS_B
28-02-2023,roads & transport,Ward-8,Electricity,11241379,19188206,13241338,7483397,96.0,FIN_SYS_A
28-02-2023,roads & transport,Ward-9,Electricity,24068491,10713715,23477231,6156860,74.8,MANUAL_UPLOAD
28-02-2023,roads & transport,Ward-10,Water,16152789,11238470,16845438,1899215,61.1,MANUAL_UPLOAD
28-02-2023,roads & transport,Ward-11,Rates,5681005,23487528,23745837,4795449,77.6,MANUAL_UPLOAD
28-02-2023,roads & transport,Ward-12,Rates,14314088,28021334,10167378,8686201,72.0,FIN_SYS_A
28-02-2023,roads & transport,Ward-13,Water,19307391,12902012,23890565,752153,67.1,FIN_SYS_A
28-02-2023,roads & transport,Ward-14,Rates,6265860,9579527,7672954,2894180,76.1,FIN_SYS_B
28-02-2023,ROADS & TRANSPORT,Ward-15,Rates,4972950,10342013,5320838,6012846,83.2,MANUAL_UPLOAD
28-02-2023,roads & transport,Ward-16,Electricity,16636157,6634354,3991959,2702761,95.9,FIN_SYS_B
28-02-2023,roads & transport,Ward-17,Refuse,14614983,19669378,2996366,8721226,72.1,FIN_SYS_A
28-02-2023,ROADS & TRANSPORT,Ward-18,Water,12028275,8883346,15450634,6306745,82.5,FIN_SYS_A
28-02-2023,ROADS & TRANSPORT,Ward-19,Electricity,20085796,25860428,5756093,3304563,73.6,FIN_SYS_A
28-02-2023,ROADS & TRANSPORT,Ward-20,Electricity,6186067,11567508,5237613,4881857,91.6,FIN_SYS_B
28-02-2023,roads & transport,Ward-21,Rates,14132896,6960266,16980310,2657892,88.7,FIN_SYS_B
28-02-2023,ROADS & TRANSPORT,Ward-22,Refuse,24035577,6802737,14871543,4575744,74.9,MANUAL_UPLOAD
28-02-2023,roads & transport,Ward-23,Rates,23306991,10491185,18442102,2659415,55.1,FIN_SYS_B
28-02-2023,roads & transport,Ward-24,Rates,8210000,6911174,12350593,7624465,90.7,MANUAL_UPLOAD
28-02-2023,ROADS & TRANSPORT,Ward-25,Water,23752879,15327867,13980511,7237347,63.6,FIN_SYS_A
28-02-2023,ROADS & TRANSPORT,Ward-26,Water,7476980,10452241,16895065,1956145,97.0,FIN_SYS_B
28-02-2023,ROADS & TRANSPORT,Ward-27,Rates,21467578,20681514,5906454,818924,52.1,FIN_SYS_B
28-02-2023,roads & transport,Ward-28,Refuse,13546170,4015778,12623698,2600122,58.5,FIN_SYS_B
28-02-2023,ROADS & TRANSPORT,Ward-29,Water,20294329,22391730,14924683,8377305,54.9,FIN_SYS_A
28-02-2023,roads & transport,Ward-30,Rates,16155125,6308982,16571734,3098864,72.7,MANUAL_UPLOAD
28-02-2023,HOUSING,Ward-1,Rates,15457155,5774418,14315445,7275080,69.5,FIN_SYS_A
28-02-2023,HOUSING,Ward-2,Electricity,15791830,15449807,13833653,4591846,73.9,FIN_SYS_B
28-02-2023,housing,Ward-3,Rates,11588585,21105261,2647469,637511,95.7,MANUAL_UPLOAD
28-02-2023,housing,Ward-4,Electricity,19136078,8002087,18702924,923888,88.0,FIN_SYS_B
28-02-2023,housing,Ward-5,Refuse,6431386,6608153,17368869,711490,90.1,MANUAL_UPLOAD
28-02-2023,HOUSING,Ward-6,Refuse,18206491,17039064,15535666,6480587,59.6,MANUAL_UPLOAD
28-02-2023,housing,Ward-7,Electricity,14992763,23837503,22059927,8692974,77.1,MANUAL_UPLOAD
28-02-2023,housing,Ward-8,Refuse,23475442,19934835,4733699,7123340,70.2,FIN_SYS_B
28-02-2023,HOUSING,Ward-9,Rates,13345061,19338227,21169859,6268622,53.0,FIN_SYS_A
28-02-2023,HOUSING,Ward-10,Water,9593783,24337586,15293568,3642656,56.3,FIN_SYS_A
28-02-2023,housing,Ward-11,Water,18965050,16546386,9923142,1307171,79.7,FIN_SYS_A
28-02-2023,HOUSING,Ward-12,Electricity,21478349,26173779,7291765,1592376,78.3,FIN_SYS_A
28-02-2023,housing,Ward-13,Water,9373980,20174818,19908871,4557396,66.1,MANUAL_UPLOAD
28-02-2023,housing,Ward-14,Rates,22104849,19908429,4417583,8859016,59.0,FIN_SYS_B
28-02-2023,housing,Ward-15,Refuse,12971063,9478478,6940997,5655095,51.9,FIN_SYS_B
28-02-2023,housing,Ward-16,Electricity,24678372,28559060,23729009,4407430,68.7,FIN_SYS_A
28-02-2023,housing,Ward-17,Water,7498273,18808290,19068026,3059535,52.3,MANUAL_UPLOAD
28-02-2023,housing,Ward-18,Rates,9286213,12410839,11150649,2079056,65.5,FIN_SYS_B
28-02-2023,HOUSING,Ward-19,Water,7145376,9080386,19509717,1403711,66.0,FIN_SYS_A
28-02-2023,HOUSING,Ward-20,Electricity,19955242,6894679,18456519,2505452,50.8,FIN_SYS_A
28-02-2023,HOUSING,Ward-21,Rates,21630917,7317330,10675655,7114608,72.6,FIN_SYS_B
28-02-2023,housing,Ward-22,Electricity,25472002,26343634,8286284,3528514,56.6,FIN_SYS_B
28-02-2023,HOUSING,Ward-23,Rates,23140222,21039173,13674589,4908237,88.5,FIN_SYS_B
28-02-2023,housing,Ward-24,Refuse,19377220,27494243,13455242,2320568,90.7,MANUAL_UPLOAD
28-02-2023,HOUSING,Ward-25,Electricity,15202270,7206530,23470113,7832237,82.0,FIN_SYS_B
28-02-2023,HOUSING,Ward-26,Water,15106409,23410889,12318661,7614810,97.6,FIN_SYS_A
28-02-2023,housing,Ward-27,Refuse,13444585,29423815,4150630,1044615,79.7,FIN_SYS_B
28-02-2023,housing,Ward-28,Rates,23960941,16990403,19754569,3258787,93.3,FIN_SYS_B
28-02-2023,housing,Ward-29,Rates,8826429,13828566,8349354,5796097,59.1,FIN_SYS_A
28-02-2023,HOUSING,Ward-30,Electricity,7005749,13200184,15061718,1267907,86.2,FIN_SYS_B
28-02-2023,administration,Ward-1,Water,21442587,5830805,10615182,7492427,82.7,FIN_SYS_A
28-02-2023,administration,Ward-2,Electricity,16113676,20466302,15480111,1378096,53.3,FIN_SYS_B
28-02-2023,administration,Ward-3,Refuse,13897305,4501270,5263512,2985896,61.9,MANUAL_UPLOAD
28-02-2023,ADMINISTRATION,Ward-4,Electricity,8780480,18367978,10313549,8085233,65.6,FIN_SYS_A
28-02-2023,administration,Ward-5,Rates,14709722,25917989,9459802,7915581,71.2,MANUAL_UPLOAD
28-02-2023,ADMINISTRATION,Ward-6,Electricity,12565560,25848095,7341652,537541,90.7,FIN_SYS_B
28-02-2023,administration,Ward-7,Refuse,12132904,17643352,7691063,8762722,62.2,FIN_SYS_A
28-02-2023,administration,Ward-8,Electricity,24601014,25392039,10631414,6253518,78.3,MANUAL_UPLOAD
28-02-2023,ADMINISTRATION,Ward-9,Rates,18450924,5484686,16677874,5816417,67.1,MANUAL_UPLOAD
28-02-2023,administration,Ward-10,Rates,16191174,22110800,9300678,8121339,78.8,FIN_SYS_A
28-02-2023,administration,Ward-11,Refuse,4557118,4639750,14483201,539840,80.5,FIN_SYS_A
28-02-2023,administration,Ward-12,Water,13245577,7760830,8237667,8694954,74.3,FIN_SYS_B
28-02-2023,ADMINISTRATION,Ward-13,Electricity,21543425,11393768,14430746,6127380,55.7,FIN_SYS_A
28-02-2023,ADMINISTRATION,Ward-14,Refuse,14702085,29896085,4433090,1099450,82.0,MANUAL_UPLOAD
28-02-2023,ADMINISTRATION,Ward-15,Water,19127354,26249764,20641431,8636779,89.9,FIN_SYS_B
28-02-2023,administration,Ward-16,Water,8622966,23136543,21550534,7858530,64.9,FIN_SYS_A
28-02-2023,administration,Ward-17,Water,19551980,19049875,8000376,3293738,82.4,FIN_SYS_B
28-02-2023,ADMINISTRATION,Ward-18,Refuse,25306354,7116646,19759080,5623523,79.3,MANUAL_UPLOAD
28-02-2023,administration,Ward-19,Electricity,21777483,7714860,14570871,7029535,77.1,FIN_SYS_A
28-02-2023,ADMINISTRATION,Ward-20,Refuse,10397449,28331363,19014157,4712869,77.3,FIN_SYS_B
28-02-2023,ADMINISTRATION,Ward-21,Electricity,10853054,18550589,3202330,4299244,65.2,FIN_SYS_B
28-02-2023,ADMINISTRATION,Ward-22,Electricity,5923994,28303943,12904263,2294513,80.0,MANUAL_UPLOAD
28-02-2023,ADMINISTRATION,Ward-23,Water,22887291,8199594,17413101,2119152,85.2,FIN_SYS_B
28-02-2023,ADMINISTRATION,Ward-24,Rates,16662807,28015252,15895776,2006293,71.0,MANUAL_UPLOAD
28-02-2023,ADMINISTRATION,Ward-25,Electricity,15899858,26242533,12977126,1323630,66.6,FIN_SYS_B
28-02-2023,ADMINISTRATION,Ward-26,Electricity,17104874,18279639,23128877,8238352,90.5,MANUAL_UPLOAD
28-02-2023,administration,Ward-27,Electricity,12497837,20172421,18556756,4569170,96.2,MANUAL_UPLOAD
28-02-2023,administration,Ward-28,Rates,25319143,26505760,13311344,309219,95.5,FIN_SYS_B
28-02-2023,ADMINISTRATION,Ward-29,Refuse,9865614,17944477,7033291,7392074,72.8,FIN_SYS_B
28-02-2023,administration,Ward-30,Rates,17203674,15932750,18330219,8399769,66.3,FIN_SYS_B
31-03-2023,WATER SERVICES,Ward-1,Water,10345767,12732935,22943413,8327846,73.0,MANUAL_UPLOAD
31-03-2023,WATER SERVICES,Ward-2,Rates,25618751,23108328,20834899,3417598,88.2,FIN_SYS_A
31-03-2023,WATER SERVICES,Ward-3,Rates,15303292,10886414,15148993,3352752,57.6,MANUAL_UPLOAD
31-03-2023,WATER SERVICES,Ward-4,Water,20971024,24903477,16160337,4554723,95.4,FIN_SYS_B
31-03-2023,water services,Ward-5,Electricity,6786214,7949998,15059251,2544767,53.5,FIN_SYS_B
31-03-2023,WATER SERVICES,Ward-6,Water,17420845,19705699,6337126,504488,61.7,MANUAL_UPLOAD
31-03-2023,water services,Ward-7,Refuse,20082881,6971926,7995442,1621140,64.4,FIN_SYS_B
31-03-2023,WATER SERVICES,Ward-8,Water,7720363,26316677,15398090,6739040,95.1,FIN_SYS_A
31-03-2023,water services,Ward-9,Rates,10500057,15085257,19913154,1624613,98.9,FIN_SYS_A
31-03-2023,WATER SERVICES,Ward-10,Rates,9586314,28003639,23188011,4524365,89.4,FIN_SYS_B
31-03-2023,water services,Ward-11,Water,14214981,24745777,21338118,4568031,52.0,FIN_SYS_B
31-03-2023,water services,Ward-12,Refuse,7578145,22386383,10172722,4813024,50.9,FIN_SYS_A
31-03-2023,water services,Ward-13,Refuse,6332316,19241994,3604538,8356667,98.1,FIN_SYS_B
31-03-2023,WATER SERVICES,Ward-14,Water,25401464,14836653,17291747,1363883,88.6,MANUAL_UPLOAD
31-03-2023,water services,Ward-15,Refuse,9501598,4907903,6808432,4797978,81.1,FIN_SYS_B
31-03-2023,WATER SERVICES,Ward-16,Rates,11285159,11808494,11115901,6417648,67.2,FIN_SYS_A
31-03-2023,water services,Ward-17,Rates,24667825,28215291,18794319,1395236,58.5,MANUAL_UPLOAD
31-03-2023,WATER SERVICES,Ward-18,Water,21412963,25150668,5494888,6769752,51.9,FIN_SYS_A
31-03-2023,WATER SERVICES,Ward-19,Electricity,21945510,29944529,16885722,2892702,75.5,FIN_SYS_B
31-03-2023,WATER SERVICES,Ward-20,Refuse,24764843,20838224,17366099,2725824,55.2,FIN_SYS_B
31-03-2023,WATER SERVICES,Ward-21,Rates,14941155,20403483,6497614,6755864,63.0,MANUAL_UPLOAD
31-03-2023,water services,Ward-22,Rates,13905453,22051250,17880052,6969185,56.0,MANUAL_UPLOAD
31-03-2023,WATER SERVICES,Ward-23,Electricity,16569817,24844442,8557977,2190169,96.6,FIN_SYS_A
31-03-2023,WATER SERVICES,Ward-24,Refuse,15949923,27510557,13530281,1207574,54.5,FIN_SYS_A
31-03-2023,water services,Ward-25,Refuse,13467006,24328116,19582491,6800836,77.3,MANUAL_UPLOAD
31-03-2023,WATER SERVICES,Ward-26,Electricity,5543124,25942572,22626509,8935783,60.0,MANUAL_UPLOAD
31-03-2023,water services,Ward-27,Water,7008168,13108089,12341510,3857767,73.4,FIN_SYS_B
31-03-2023,water services,Ward-28,Electricity,18864738,11153118,17875616,8968735,64.7,MANUAL_UPLOAD
31-03-2023,WATER SERVICES,Ward-29,Electricity,15309046,22876501,6247389,3875498,80.5,MANUAL_UPLOAD
31-03-2023,water services,Ward-30,Electricity,24723108,5631422,2118585,4993439,55.5,MANUAL_UPLOAD
31-03-2023,electricity,Ward-1,Rates,24046045,10156521,19617404,2546510,55.9,MANUAL_UPLOAD
31-03-2023,electricity,Ward-2,Rates,25188751,6153346,9107186,6585320,62.4,FIN_SYS_A
31-03-2023,electricity,Ward-3,Refuse,18856119,24509097,3353318,3553857,62.8,FIN_SYS_B
31-03-2023,electricity,Ward-4,Electricity,15716591,9543357,16145084,4044884,83.9,FIN_SYS_B
31-03-2023,electricity,Ward-5,Refuse,16344085,28907892,3425762,2923585,62.7,MANUAL_UPLOAD
31-03-2023,ELECTRICITY,Ward-6,Rates,24500200,9346885,5460725,1471453,68.7,FIN_SYS_A
31-03-2023,ELECTRICITY,Ward-7,Water,12702386,5179009,16932131,1315122,91.7,FIN_SYS_A
31-03-2023,electricity,Ward-8,Water,8125448,12050482,20778511,6539178,79.0,FIN_SYS_B
31-03-2023,electricity,Ward-9,Rates,24284664,6196763,11829222,4585385,80.7,FIN_SYS_A
31-03-2023,electricity,Ward-10,Electricity,9361106,5384888,19215043,6731226,90.1,MANUAL_UPLOAD
31-03-2023,electricity,Ward-11,Electricity,24812868,9712987,8034005,7734407,93.3,FIN_SYS_B
31-03-2023,electricity,Ward-12,Rates,10380770,13262453,15931956,8949725,60.3,FIN_SYS_A
31-03-2023,ELECTRICITY,Ward-13,Electricity,8211803,29783475,7238631,5711500,50.1,MANUAL_UPLOAD
31-03-2023,electricity,Ward-14,Refuse,20754879,8784352,3049759,8288412,82.6,MANUAL_UPLOAD
31-03-2023,electricity,Ward-15,Electricity,5214174,4850853,8553724,2423733,65.5,MANUAL_UPLOAD
31-03-2023,electricity,Ward-16,Water,6282249,24831347,21405502,7578944,61.8,MANUAL_UPLOAD
31-03-2023,electricity,Ward-17,Electricity,8653871,23246955,18178608,4520035,93.3,FIN_SYS_A
31-03-2023,ELECTRICITY,Ward-18,Water,7907111,28105677,13493115,2896904,74.4,FIN_SYS_A
31-03-2023,ELECTRICITY,Ward-19,Rates,9125990,20058252,21852987,1799926,81.3,MANUAL_UPLOAD
31-03-2023,ELECTRICITY,Ward-20,Electricity,7762976,14078783,18492030,2576923,78.5,MANUAL_UPLOAD
31-03-2023,electricity,Ward-21,Refuse,24280889,16782397,5955302,6193994,97.2,FIN_SYS_A
31-03-2023,ELECTRICITY,Ward-22,Refuse,7699612,21812298,15072642,7630200,52.2,MANUAL_UPLOAD
31-03-2023,electricity,Ward-23,Water,24851000,5038528,16312834,5454163,90.6,MANUAL_UPLOAD
31-03-2023,ELECTRICITY,Ward-24,Refuse,13957860,9252077,21324312,6613551,66.1,MANUAL_UPLOAD
31-03-2023,ELECTRICITY,Ward-25,Water,9131858,29835298,5716504,7448247,70.7,FIN_SYS_A
31-03-2023,ELECTRICITY,Ward-26,Rates,21503939,25578183,3352997,2123878,99.0,MANUAL_UPLOAD
31-03-2023,ELECTRICITY,Ward-27,Rates,14599172,25817099,19069431,3618058,60.6,FIN_SYS_B
31-03-2023,ELECTRICITY,Ward-28,Refuse,25081699,7069236,19747806,5500540,80.4,FIN_SYS_A
31-03-2023,electricity,Ward-29,Refuse,15223170,28042200,17493868,5155007,76.4,MANUAL_UPLOAD
31-03-2023,electricity,Ward-30,Electricity,18689108,11933060,15789023,3062853,53.8,MANUAL_UPLOAD
31-03-2023,WASTE MANAGEMENT,Ward-1,Refuse,18383407,11956256,9569606,782105,77.9,FIN_SYS_A
31-03-2023,WASTE MANAGEMENT,Ward-2,Refuse,24587018,11256748,20360161,1440350,51.8,FIN_SYS_B
31-03-2023,WASTE MANAGEMENT,Ward-3,Rates,10690081,21961967,13184558,1956643,65.0,FIN_SYS_A
31-03-2023,waste management,Ward-4,Electricity,16255131,26086999,4280582,2969120,81.3,MANUAL_UPLOAD
31-03-2023,WASTE MANAGEMENT,Ward-5,Water,5130109,27370022,15007978,2469908,63.7,FIN_SYS_A
31-03-2023,waste management,Ward-6,Refuse,11191367,20347879,19881499,6809717,57.3,MANUAL_UPLOAD
31-03-2023,waste management,Ward-7,Electricity,9390434,12917531,21765851,4257075,95.3,MANUAL_UPLOAD
31-03-2023,waste management,Ward-8,Water,19104712,9253352,14640788,6659892,57.5,FIN_SYS_B
31-03-2023,WASTE MANAGEMENT,Ward-9,Rates,16218280,21569629,13501230,4977071,90.5,FIN_SYS_B
31-03-2023,waste management,Ward-10,Water,15090250,18645634,18340657,4698276,97.6,FIN_SYS_B
31-03-2023,waste management,Ward-11,Refuse,11633094,15108956,16562938,6165902,66.6,FIN_SYS_B
31-03-2023,WASTE MANAGEMENT,Ward-12,Water,7323070,14439479,23096186,4106965,97.2,MANUAL_UPLOAD
31-03-2023,WASTE MANAGEMENT,Ward-13,Rates,5571205,25389762,16559132,3834630,64.5,MANUAL_UPLOAD
31-03-2023,WASTE MANAGEMENT,Ward-14,Rates,11294967,11345977,15624764,992803,77.3,MANUAL_UPLOAD
31-03-2023,WASTE MANAGEMENT,Ward-15,Water,4888761,11289140,11059698,1478671,54.9,MANUAL_UPLOAD
31-03-2023,WASTE MANAGEMENT,Ward-16,Rates,4786004,21267202,13273011,6061923,57.4,FIN_SYS_A
31-03-2023,waste management,Ward-17,Refuse,16658870,25016913,13582187,5613970,93.6,MANUAL_UPLOAD
31-03-2023,WASTE MANAGEMENT,Ward-18,Electricity,22062500,14670271,3598973,4777710,82.5,FIN_SYS_A
31-03-2023,WASTE MANAGEMENT,Ward-19,Refuse,9966221,5355953,9763100,7755279,68.0,MANUAL_UPLOAD
31-03-2023,WASTE MANAGEMENT,Ward-20,Rates,24907326,14385153,22494871,6904274,85.0,FIN_SYS_B
31-03-2023,waste management,Ward-21,Water,21111468,10391299,9706636,755506,87.5,MANUAL_UPLOAD
31-03-2023,WASTE MANAGEMENT,Ward-22,Water,23463304,19098723,13920929,8829928,70.3,FIN_SYS_B
31-03-2023,WASTE MANAGEMENT,Ward-23,Refuse,23244621,27143182,21736908,6352605,57.1,MANUAL_UPLOAD
31-03-2023,WASTE MANAGEMENT,Ward-24,Electricity,7656058,6176895,3660133,6852637,73.4,FIN_SYS_B
31-03-2023,waste management,Ward-25,Water,8701447,8877299,13052142,505702,64.2,FIN_SYS_A
31-03-2023,WASTE MANAGEMENT,Ward-26,Water,8517794,16729568,2070556,1067298,60.1,MANUAL_UPLOAD
31-03-2023,WASTE MANAGEMENT,Ward-27,Water,14946644,12098497,4865072,6496321,79.0,FIN_SYS_A
31-03-2023,waste management,Ward-28,Electricity,6018905,22863467,17276678,8758527,96.3,FIN_SYS_A
31-03-2023,WASTE MANAGEMENT,Ward-29,Refuse,20351981,9422305,19235246,1296253,61.5,MANUAL_UPLOAD
31-03-2023,WASTE MANAGEMENT,Ward-30,Refuse,7765534,18702803,7443291,1656432,89.7,MANUAL_UPLOAD
31-03-2023,ROADS & TRANSPORT,Ward-1,Electricity,15956782,26793266,17380385,6591891,55.0,FIN_SYS_B
31-03-2023,ROADS & TRANSPORT,Ward-2,Rates,14517956,17741298,3843511,2179333,79.0,FIN_SYS_B
31-03-2023,roads & transport,Ward-3,Rates,18801268,24431573,7042275,8984335,73.7,FIN_SYS_A
31-03-2023,roads & transport,Ward-4,Rates,11455495,18273500,16435997,1204276,50.4,FIN_SYS_A
31-03-2023,ROADS & TRANSPORT,Ward-5,Electricity,18183895,6494117,19057642,2927278,94.6,FIN_SYS_B
31-03-2023,ROADS & TRANSPORT,Ward-6,Refuse,14248996,24616582,2290728,502213,58.2,FIN_SYS_B
31-03-2023,ROADS & TRANSPORT,Ward-7,Rates,8807217,11627821,21734544,6087781,50.1,FIN_SYS_A
31-03-2023,roads & transport,Ward-8,Water,14184135,17449433,9856347,6085024,85.7,FIN_SYS_B
31-03-2023,roads & transport,Ward-9,Water,25834174,24761920,17837203,5840833,96.2,FIN_SYS_B
31-03-2023,ROADS & TRANSPORT,Ward-10,Rates,10374903,5246960,17667994,7110873,86.0,FIN_SYS_A
31-03-2023,ROADS & TRANSPORT,Ward-11,Refuse,9975320,28214733,22569681,8514175,86.3,MANUAL_UPLOAD
31-03-2023,roads & transport,Ward-12,Rates,19719260,23861069,3996479,8135848,77.7,FIN_SYS_B
31-03-2023,ROADS & TRANSPORT,Ward-13,Water,17510567,22454183,11232010,4335262,87.2,FIN_SYS_A
31-03-2023,ROADS & TRANSPORT,Ward-14,Refuse,12394195,29234811,3324311,577799,84.0,MANUAL_UPLOAD
31-03-2023,roads & transport,Ward-15,Refuse,6312717,25898412,16895078,8070383,69.7,FIN_SYS_B
31-03-2023,ROADS & TRANSPORT,Ward-16,Rates,18829206,17073869,20343939,4610457,59.3,MANUAL_UPLOAD
31-03-2023,roads & transport,Ward-17,Rates,11019937,22000419,8394652,6776033,86.3,FIN_SYS_A
31-03-2023,ROADS & TRANSPORT,Ward-18,Electricity,21431986,5482645,13246935,1470889,50.3,FIN_SYS_A
31-03-2023,roads & transport,Ward-19,Refuse,17492738,6147590,16184357,3335722,90.5,MANUAL_UPLOAD
31-03-2023,roads & transport,Ward-20,Water,12471700,12545025,21746524,6049724,79.5,FIN_SYS_A
31-03-2023,ROADS & TRANSPORT,Ward-21,Water,11242484,9812563,17821141,475547,56.6,FIN_SYS_B
31-03-2023,ROADS & TRANSPORT,Ward-22,Rates,13022094,8649300,22731383,8625175,76.7,MANUAL_UPLOAD
31-03-2023,roads & transport,Ward-23,Electricity,14127922,9147393,4010412,2621524,80.6,MANUAL_UPLOAD
31-03-2023,roads & transport,Ward-24,Rates,11175031,11118797,6683690,717610,66.0,FIN_SYS_A
31-03-2023,roads & transport,Ward-25,Rates,13478503,18944563,23992081,6818067,95.6,MANUAL_UPLOAD
31-03-2023,ROADS & TRANSPORT,Ward-26,Rates,20859613,20906554,10270032,4839999,85.6,MANUAL_UPLOAD
31-03-2023,ROADS & TRANSPORT,Ward-27,Refuse,11330298,7091250,17617840,3727853,94.8,FIN_SYS_A
31-03-2023,ROADS & TRANSPORT,Ward-28,Water,11453299,13082438,22218046,2363812,93.8,FIN_SYS_A
31-03-2023,ROADS & TRANSPORT,Ward-29,Water,13028251,26655126,18728532,5664069,53.7,FIN_SYS_A
31-03-2023,roads & transport,Ward-30,Water,11228574,24577400,14279565,1578676,69.6,FIN_SYS_A
31-03-2023,housing,Ward-1,Water,15660750,28842115,12826153,4972858,94.4,FIN_SYS_B
31-03-2023,housing,Ward-2,Electricity,15923774,7713469,22106071,6904997,57.8,FIN_SYS_A
31-03-2023,housing,Ward-3,Water,12685174,12574365,23866081,780710,67.3,FIN_SYS_B
31-03-2023,HOUSING,Ward-4,Refuse,9226793,4361421,6066644,1011051,62.0,FIN_SYS_A
31-03-2023,HOUSING,Ward-5,Rates,4658543,16604398,6216584,5271548,58.4,FIN_SYS_A
31-03-2023,HOUSING,Ward-6,Electricity,6607981,25154153,18889120,8912988,96.5,MANUAL_UPLOAD
31-03-2023,HOUSING,Ward-7,Water,25575516,28447554,4465104,5482524,83.6,FIN_SYS_A
31-03-2023,housing,Ward-8,Water,6131224,16439048,13599704,7427683,69.4,FIN_SYS_A
31-03-2023,HOUSING,Ward-9,Refuse,11086730,17119810,10727528,2360190,88.8,FIN_SYS_B
31-03-2023,housing,Ward-10,Rates,13203296,9340909,11537634,344464,54.4,FIN_SYS_B
31-03-2023,HOUSING,Ward-11,Electricity,5096856,17776813,5029956,2360547,68.6,MANUAL_UPLOAD
